ID Comet;NÚMERO de Estación ;NOMBRE;DIRECCIÓN;BARRIO;COMUNA;EMPLAZAMIENTO;LATITUD;LONGITUD
484;295;SUPERÍ;Núñez 3486;SAAVEDRA;COMUNA 12;CALZADA;-34.555386;-58.476730
485;230;PASEO DE LA COSTANERA II;Av. Costanera Rafael Obligado 5100;PALERMO;COMUNA 14;VEREDA;-34.553465;-58.421440
486;220;PLAZA FÉLIX LIMA;Ramallo 2199;NUÑEZ;COMUNA 13;VEREDA;-34.541788;-58.470345
487;239;AVENIDA CRÁMER;Av. Crámer 2900;BELGRANO;COMUNA 13;VEREDA;-34.558062;-58.467104
488;234;AVENIDA TRIUNVIRATO;Av. Triunvirato 5752;VILLA URQUIZA;COMUNA 12;VEREDA;-34.565669;-58.495081
489;288;"SECRETARÍA DE DEPORTES
";Av. Libertador 7100;NUÑEZ;COMUNA 13;VEREDA;-34.547285;-58.456397
490;245;COSTANERA NORTE;Av. Costanera Rafael Obligado 1700;PALERMO;COMUNA 14;VEREDA;-34.5647705423327;-58.401989873041735
491;266;PLAZA SABATTINI;Colpayo 699;CABALLITO;COMUNA 6;PLAZA;-34.612476;-58.443326
492;325;MEDRANO;Bartolomé Mitre 3905;ALMAGRO;COMUNA 5;VEREDA;-34.60971;-58.42156
493;208;NICASIO OROÑO ;Nicasio Oroño 2598;LA PATERNAL;COMUNA 15;CALZADA;-34.596586;-58.462175
494;314;ALLENDE;Allende 2794;VILLA DEVOTO;COMUNA 11;CALZADA;-34.614739;"-58.511663
"
496;52;CAMPANA II;Cochrane 3298;VILLA PUEYRREDON;COMUNA 12;CALZADA;-34.583074;"-58.513127
"
497;307;CERETTI;Ceretti 2892;VILLA URQUIZA;COMUNA 12;VEREDA;-34.574375;-58.496180
498;55;HABANA ;Gral. José Gervasio Artigas 4298;VILLA PUEYRREDON;COMUNA 12;CALZADA;-34.586560;-58.494917
499;286;FILOSOFIA Y LETRAS;José Bonifacio 1407;CABALLITO;COMUNA 6;CALZADA;-34.628600442472106;-58.44677001739404
500;235;COMUNA 13 ;Ibera 2377;NUÑEZ;COMUNA 13;VEREDA;-34.553329;-58.464259
501;20;GRECIA;Grecia 3290 ;NUÑEZ;COMUNA 13;VEREDA;-34.549229;-58.461960
502;296;SAN ISIDRO LABRADOR;Av. San Isidro Labrador 4850;SAAVEDRA;COMUNA 12;PLAZA;-34.540635;"-58.475291
"
503;212;TRES ARROYOS;Tres arroyos 1500;CABALLITO;COMUNA 6;VEREDA; -34.608777;-58.460250
504;214;MORÓN;Morón 3089;FLORES;COMUNA 7;VEREDA;-34.624823;-58.475274
505;337;AV. J. B. JUSTO;Emilio Lamarca 915;VILLA SANTA RITA;COMUNA 11;VEREDA;-34.622758;-58.481934
506;40;PARQUE SALGUERO;Av. Costa Salguero 1222;PALERMO;COMUNA 14;VEREDA;-34.569435;-58.399369
507;271;VILLA SOLDATI II;23 de junio 4249;VILLA SOLDATI;COMUNA 8;VEREDA;-34.673247998308085;-58.45531940019619 
508;170;RAFAELA;Rafaela 4811;VILLA LURO;COMUNA 10;CALZADA;-34.639302;-58.494771
509;386;VELEZ SARSFIELD;Av. Carrasco 214;VELEZ SARSFIELD;COMUNA 10;VEREDA;-34.633478;-58.489938
511;284;AV. FOREST;Delgado 1569;VILLA ORTUZAR;COMUNA 15;EXTENSION VEREDA;-34.575381;-58.462861
512;195;PARQUE CHAS;Av. De los Incas 4535;PARQUE CHAS;COMUNA 15;VEREDA;-34.58165668337762;-58.47501385582269
513;308;SAN MARTÍN II;Av. San Martín 5129;AGRONOMÍA;COMUNA 15;VEREDA;-34.597068982726704;-58.49082751289518
515;294;PLAZOLETA RÍO DE LA PLATA;Av. Sarmiento 500;PALERMO;COMUNA 14;VEREDA;-34.5722124;-58.4128435
516;368;PLAZA DE LA SHOA ;Av. Del Libertador 3899;PALERMO;COMUNA 14;CALZADA;-34571029;-58422792
517;332;PACÍFICO II;Av. Int. Bullrich 300;PALERMO;COMUNA 14;VEREDA;-34.57441;-58.42476
518;329;LAS CAÑITAS;Clay 2818;PALERMO;COMUNA 14;VEREDA;-34.574070;-58.431763 
519;53;AV. DEL LIBERTADOR;Av Del Libertador 100;RETIRO;COMUNA 1 ;VEREDA;-34.59311755507604;-58.37515497704229
520;180;PARQUE OLÍMPICO;Av. Coronel Roca 3490;VILLA SOLDATI;COMUNA 8;PARQUE CERRADO;-34.672892;-58.444657
521;226;AV. WARNES ;Av. Warnes 2150;LA PATERNAL;COMUNA 15;VEREDA;-34.596385;-58.466246
522;119;PLAZOLETA BENEDIT;Av. Raúl Scalabrini Ortiz 5;VILLA CRESPO;COMUNA 15;VEREDA;-34.60225;-58.44255
523;389;AV. ELCANO;Av. Elcano 2998;COLEGIALES;COMUNA 13;VEREDA;-34.557878;-58.460525
524;338;AV. CABILDO;Av. Cabildo 2586;BELGRANO;COMUNA 13;VEREDA;-34.557878;-58.460525
525;317;ESCUELA RAGGIO;Av. Libertador 8620;NUÑEZ;COMUNA 13;VEREDA;-34.536534;-58.466584
526;88;NÚÑEZ;Av, Comodoro Martín Rivadavia 1680;NUÑEZ;COMUNA 13;VEREDA;-34.541574;-58.463431
527;68;AV. CORDOBA;Av. Cordoba 5403;VILLA CRESPO;COMUNA 15;VEREDA;-34.588726980456116;-58.43839673233925
528;42;SKATE PARK VILLA LURO;Av. Rivadavia 9301;VILLA LURO;COMUNA 10;VEREDA;-34.636678;-58.495337
19;19;PLAZA SAN MARTIN ;Av. Santa Fe 716;RETIRO;COMUNA 1;PLAZOLETA;-34.595314;-58.377603
529;11;RIO DE JANEIRO;Río de Janeiro 205;ALMAGRO;COMUNA 5;VEREDA;-34.613353;-58.430031
530;31;PARQUE RIVADAVIA ;Av Rivadavia 4750;CABALLITO;COMUNA 6;VEREDA;-34.616582;-58.432332
148;323;PARQUE AVELLANEDA II;Av. Directorio 4295;PARQUE AVELLANEDA;COMUNA 9;VEREDA;-34.64506517912786;-58.48443255141524
531;48;JOSE AMALFITANI;Juan Bautista Justo 6383;VERSALLES;COMUNA 10;VEREDA;-34.633625;-58.521090
532;72;INSTITUTO POLITECNICO MODELO;Av Constituyentes 5880;VILLA PUEYRREDON;COMUNA 12;VEREDA;-34.572873;-58.504065
533;77;CRISOLOGO LARRALDE;Galván 3601;SAAVEDRA;COMUNA 12;VEREDA;-34.560896;-58.492233
534;81;PARQUE DE LAS CIENCIAS;Soler 5300;PALERMO;COMUNA 14;VEREDA;-34.583028;-58.429904
535;90;HONORIO PUEYRREDON;Honorio Pueyrredón 1653;VILLA CRESPO;COMUNA 15;VEREDA;-34.602557;-58.449758
538;47;PARQUE DE LA INNOVACIÓN;Av. G. Udaondo 1146;NUÑEZ;COMUNA 13;VEREDA;-34.545091;-58.451432
